;DAY;WEEK;MONTH;YEAR;YEAR_MONTH;NUMSEG;NUMSILLON;CODSEG;ACTIF;LIBTYP;RESAOPEN;DATE_RES;STATUT_SNCF;CODSILLON;DSTFIN;NUMLIGNE;KMS;SENS;SERVICE;CLOSING;REF;DEP;ARR;CODLIGNE;DATCAL;HRE_DEP_MOD;HRE_ARR_MOD;IDCALJ;SEG_MOD;RESTRICT_LNG;EXCTRAIN;EXCSILLON;ENVOI_BULLETIN_COMPO;NUMMISDEP;RAME;RETDEP;RETARR
227;27;26;6;2019;06-2019;15944;359;41314;1;Arrivee;1;28-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;27-06-2019 20:30:00;27-06-2019 20:00:00;27-06-2019 22:20:00;28-06-2019 20:56:00;ORBA - CAL;2019-06-27;;;;;;;;3.0;15964;R (1-24);0.0;3.0
228;28;26;6;2019;06-2019;15945;359;41314;1;Arrivee;1;29-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;28-06-2019 20:30:00;28-06-2019 20:00:00;28-06-2019 22:20:00;29-06-2019 20:10:00;ORBA - CAL;2019-06-28;22:20:00;20:10:00;2006.0;12339.0;0.0;;359.0;3.0;15965;Q (1-24);106.0;0.0
229;28;26;6;2019;06-2019;15945;359;41314;1;Arrivee;1;29-05-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;28-06-2019 20:30:00;28-06-2019 20:00:00;28-06-2019 22:20:00;29-06-2019 20:10:00;ORBA - CAL;2019-06-28;;;;;;;;3.0;15965;Q (1-24);106.0;0.0
230;1;26;7;2019;07-2019;15946;359;41314;1;Arrivee;1;01-06-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-07-2019 20:30:00;01-07-2019 20:00:00;01-07-2019 22:20:00;02-07-2019 21:16:00;ORBA - CAL;2019-07-01;22:20:00;21:16:00;2009.0;12339.0;0.0;;359.0;3.0;15966;Q (1-24);115.0;0.0
231;1;26;7;2019;07-2019;15946;359;41314;1;Arrivee;1;01-06-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-07-2019 20:30:00;01-07-2019 20:00:00;01-07-2019 22:20:00;02-07-2019 21:16:00;ORBA - CAL;2019-07-01;;;;;;;;3.0;15966;Q (1-24);115.0;0.0
232;2;27;7;2019;07-2019;15947;359;41314;0;Supprimee;0;02-06-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;02-07-2019 20:30:00;02-07-2019 20:00:00;02-07-2019 22:20:00;03-07-2019 21:16:00;ORBA - CAL;2019-07-02;22:20:00;21:16:00;2010.0;12339.0;0.0;;359.0;;15967;T (1-24);;
233;2;27;7;2019;07-2019;15947;359;41314;0;Supprimee;0;02-06-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;02-07-2019 20:30:00;02-07-2019 20:00:00;02-07-2019 22:20:00;03-07-2019 21:16:00;ORBA - CAL;2019-07-02;;;;;;;;;15967;T (1-24);;
234;11;24;6;2019;06-2019;15967;433;CM-30301;1;Arrivee;1;12-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;10-06-2019 22:00:00;10-06-2019 15:18:00;11-06-2019 02:08:00;11-06-2019 13:45:00;CAL-MAC;2019-06-11;02:08:00;13:45:00;1989.0;15067.0;0.0;;433.0;3.0;15987;A1 - MAC31;0.0;31.0
235;11;24;6;2019;06-2019;15967;433;CM-30301;1;Arrivee;1;12-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;10-06-2019 22:00:00;10-06-2019 15:18:00;11-06-2019 02:08:00;11-06-2019 13:45:00;CAL-MAC;2019-06-11;;;;;;;;3.0;15987;A1 - MAC31;0.0;31.0
236;12;24;6;2019;06-2019;15968;433;CM-30301;1;Arrivee;1;13-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;11-06-2019 22:00:00;11-06-2019 15:18:00;12-06-2019 02:08:00;12-06-2019 13:45:00;CAL-MAC;2019-06-12;02:08:00;13:45:00;1990.0;15067.0;0.0;;433.0;3.0;15988;J1 - MAC21;0.0;0.0
237;12;24;6;2019;06-2019;15968;433;CM-30301;1;Arrivee;1;13-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;11-06-2019 22:00:00;11-06-2019 15:18:00;12-06-2019 02:08:00;12-06-2019 13:45:00;CAL-MAC;2019-06-12;;;;;;;;3.0;15988;J1 - MAC21;0.0;0.0
238;13;24;6;2019;06-2019;15969;433;CM-30301;1;Arrivee;1;14-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;12-06-2019 22:00:00;12-06-2019 15:18:00;13-06-2019 02:08:00;13-06-2019 13:45:00;CAL-MAC;2019-06-13;02:08:00;13:45:00;1991.0;15067.0;0.0;;433.0;3.0;15989;E1 - MAC41;0.0;28.0
239;13;24;6;2019;06-2019;15969;433;CM-30301;1;Arrivee;1;14-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;12-06-2019 22:00:00;12-06-2019 15:18:00;13-06-2019 02:08:00;13-06-2019 13:45:00;CAL-MAC;2019-06-13;;;;;;;;3.0;15989;E1 - MAC41;0.0;28.0
240;14;24;6;2019;06-2019;15970;433;CM-30301;1;Arrivee;1;15-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;13-06-2019 22:00:00;13-06-2019 15:18:00;14-06-2019 02:08:00;14-06-2019 13:45:00;CAL-MAC;2019-06-14;02:08:00;13:45:00;1992.0;15067.0;0.0;;433.0;3.0;15990;A1 - MAC31;0.0;0.0
241;14;24;6;2019;06-2019;15970;433;CM-30301;1;Arrivee;1;15-05-2019 00:00:00;3.0;30331;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;13-06-2019 22:00:00;13-06-2019 15:18:00;14-06-2019 02:08:00;14-06-2019 13:45:00;CAL-MAC;2019-06-14;;;;;;;;3.0;15990;A1 - MAC31;0.0;0.0
242;15;24;6;2019;06-2019;15971;461;CM-30301;1;Arrivee;1;16-05-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;14-06-2019 22:00:00;14-06-2019 15:48:00;15-06-2019 02:38:00;15-06-2019 13:45:00;CAL-MAC;2019-06-15;02:38:00;13:45:00;1993.0;15067.0;0.0;;461.0;3.0;15991;J1 - MAC21;0.0;0.0
243;15;24;6;2019;06-2019;15971;461;CM-30301;1;Arrivee;1;16-05-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;14-06-2019 22:00:00;14-06-2019 15:48:00;15-06-2019 02:38:00;15-06-2019 13:45:00;CAL-MAC;2019-06-15;;;;;;;;3.0;15991;J1 - MAC21;0.0;0.0
244;18;25;6;2019;06-2019;15973;401;CM-30301;1;Arrivee;1;19-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;17-06-2019 22:00:00;17-06-2019 14:46:00;18-06-2019 01:36:00;18-06-2019 13:44:00;CAL-MAC;2019-06-18;;;;;;;;3.0;15993;A1 - MAC31;0.0;0.0
245;19;25;6;2019;06-2019;15974;401;CM-30301;1;Arrivee;1;20-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;18-06-2019 22:00:00;18-06-2019 14:46:00;19-06-2019 01:36:00;19-06-2019 13:44:00;CAL-MAC;2019-06-19;;;;;;;;3.0;15994;E1 - MAC41;105.0;5.0
246;20;25;6;2019;06-2019;15975;401;CM-30301;1;Arrivee;1;21-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;19-06-2019 22:00:00;19-06-2019 14:46:00;20-06-2019 01:36:00;20-06-2019 13:44:00;CAL-MAC;2019-06-20;;;;;;;;3.0;15995;J1 - MAC21;0.0;0.0
247;21;25;6;2019;06-2019;15976;401;CM-30301;1;Arrivee;1;22-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;20-06-2019 22:00:00;20-06-2019 14:46:00;21-06-2019 01:36:00;21-06-2019 13:44:00;CAL-MAC;2019-06-21;;;;;;;;3.0;15996;A1 - MAC31;6.0;17.0
248;22;25;6;2019;06-2019;15977;461;CM-30301;1;Arrivee;1;23-05-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;21-06-2019 22:00:00;21-06-2019 15:48:00;22-06-2019 02:38:00;22-06-2019 13:45:00;CAL-MAC;2019-06-22;02:38:00;13:45:00;2000.0;15067.0;0.0;;461.0;3.0;15997;E1 - MAC41;0.0;0.0
249;22;25;6;2019;06-2019;15977;461;CM-30301;1;Arrivee;1;23-05-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;21-06-2019 22:00:00;21-06-2019 15:48:00;22-06-2019 02:38:00;22-06-2019 13:45:00;CAL-MAC;2019-06-22;;;;;;;;3.0;15997;E1 - MAC41;0.0;0.0
250;25;26;6;2019;06-2019;15979;401;CM-30301;1;Arrivee;1;26-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;24-06-2019 22:00:00;24-06-2019 14:46:00;25-06-2019 01:36:00;25-06-2019 13:44:00;CAL-MAC;2019-06-25;;;;;;;;3.0;15999;A1 - MAC31;0.0;0.0
251;26;26;6;2019;06-2019;15980;401;CM-30301;1;Arrivee;1;27-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;25-06-2019 22:00:00;25-06-2019 14:46:00;26-06-2019 01:36:00;26-06-2019 13:44:00;CAL-MAC;2019-06-26;;;;;;;;3.0;16000;J1 - MAC21;0.0;0.0
252;27;26;6;2019;06-2019;15981;401;CM-30301;1;Arrivee;1;28-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;26-06-2019 22:00:00;26-06-2019 14:46:00;27-06-2019 01:36:00;27-06-2019 13:44:00;CAL-MAC;2019-06-27;;;;;;;;3.0;16001;E1 - MAC41;3.0;0.0
253;28;26;6;2019;06-2019;15982;401;CM-30301;1;Arrivee;1;29-05-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;27-06-2019 22:00:00;27-06-2019 14:46:00;28-06-2019 01:36:00;28-06-2019 13:44:00;CAL-MAC;2019-06-28;;;;;;;;3.0;16002;A1 - MAC31;2.0;2.0
254;30;26;6;2019;06-2019;15983;415;CM-30301;1;Arrivee;1;31-05-2019 00:00:00;3.0;30311;MACON;30;810;0;CALAIS/MACON-VILLE;29-06-2019 22:00:00;29-06-2019 15:56:00;30-06-2019 02:46:00;30-06-2019 13:45:00;CAL-MAC;2019-06-30;02:46:00;13:45:00;2008.0;15067.0;0.0;;415.0;3.0;16003;E1 - MAC41;0.0;2925.0
255;30;26;6;2019;06-2019;15983;415;CM-30301;1;Arrivee;1;31-05-2019 00:00:00;3.0;30311;MACON;30;810;0;CALAIS/MACON-VILLE;29-06-2019 22:00:00;29-06-2019 15:56:00;30-06-2019 02:46:00;30-06-2019 13:45:00;CAL-MAC;2019-06-30;;;;;;;;3.0;16003;E1 - MAC41;0.0;2925.0
256;1;26;7;2019;07-2019;15984;401;CM-30301;1;Arrivee;1;01-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;01-07-2019 21:00:00;01-07-2019 12:45:00;01-07-2019 23:35:00;02-07-2019 13:45:00;CAL-MAC;2019-07-01;;;;;;;;3.0;16004;A1 - MAC31;1449.0;0.0
257;2;27;7;2019;07-2019;15985;401;CM-30301;1;Arrivee;1;02-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;02-07-2019 21:00:00;02-07-2019 12:45:00;02-07-2019 23:35:00;03-07-2019 13:45:00;CAL-MAC;2019-07-02;23:35:00;13:45:00;2010.0;15067.0;0.0;;401.0;3.0;16005;J1 - MAC21;10.0;0.0
258;2;27;7;2019;07-2019;15985;401;CM-30301;1;Arrivee;1;02-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;02-07-2019 21:00:00;02-07-2019 12:45:00;02-07-2019 23:35:00;03-07-2019 13:45:00;CAL-MAC;2019-07-02;;;;;;;;3.0;16005;J1 - MAC21;10.0;0.0
259;3;27;7;2019;07-2019;15986;468;CM-30301;1;Arrivee;1;03-06-2019 00:00:00;3.0;30956;MACON;30;810;0;CALAIS/MACON-VILLE;03-07-2019 21:00:00;03-07-2019 12:45:00;03-07-2019 23:35:00;04-07-2019 13:45:00;CAL-MAC;2019-07-03;;;;;;;;3.0;16006;MA31 - MAC71;42.0;0.0
260;4;27;7;2019;07-2019;15987;401;CM-30301;1;Arrivee;1;04-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;04-07-2019 21:00:00;04-07-2019 12:45:00;04-07-2019 23:35:00;05-07-2019 13:45:00;CAL-MAC;2019-07-04;23:35:00;13:45:00;2012.0;15067.0;0.0;;401.0;3.0;16007;A1 - MAC31;6.0;0.0
261;4;27;7;2019;07-2019;15987;401;CM-30301;1;Arrivee;1;04-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;04-07-2019 21:00:00;04-07-2019 12:45:00;04-07-2019 23:35:00;05-07-2019 13:45:00;CAL-MAC;2019-07-04;;;;;;;;3.0;16007;A1 - MAC31;6.0;0.0
262;6;27;7;2019;07-2019;15988;461;CM-30301;1;Arrivee;1;06-06-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;05-07-2019 22:00:00;05-07-2019 15:48:00;06-07-2019 02:38:00;06-07-2019 13:45:00;CAL-MAC;2019-07-06;02:38:00;13:45:00;2014.0;15067.0;0.0;;461.0;3.0;16008;M1 - M2 - MAC21;1.0;44.0
263;6;27;7;2019;07-2019;15988;461;CM-30301;1;Arrivee;1;06-06-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;05-07-2019 22:00:00;05-07-2019 15:48:00;06-07-2019 02:38:00;06-07-2019 13:45:00;CAL-MAC;2019-07-06;;;;;;;;3.0;16008;M1 - M2 - MAC21;1.0;44.0
264;8;27;7;2019;07-2019;15990;401;CM-30301;1;Arrivee;1;08-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;08-07-2019 21:00:00;08-07-2019 12:45:00;08-07-2019 23:35:00;09-07-2019 13:45:00;CAL-MAC;2019-07-08;;;;;;;;3.0;16010;A1 - MAC31;8.0;0.0
265;9;28;7;2019;07-2019;15991;401;CM-30301;1;Arrivee;1;09-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;09-07-2019 21:00:00;09-07-2019 12:45:00;09-07-2019 23:35:00;10-07-2019 13:45:00;CAL-MAC;2019-07-09;23:35:00;13:45:00;2017.0;15067.0;0.0;;401.0;3.0;16011;MA31 - MAC71;31.0;422.0
266;9;28;7;2019;07-2019;15991;401;CM-30301;1;Arrivee;1;09-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;09-07-2019 21:00:00;09-07-2019 12:45:00;09-07-2019 23:35:00;10-07-2019 13:45:00;CAL-MAC;2019-07-09;;;;;;;;3.0;16011;MA31 - MAC71;31.0;422.0
267;10;28;7;2019;07-2019;15992;468;CM-30301;1;Arrivee;1;10-06-2019 00:00:00;3.0;30956;MACON;30;810;0;CALAIS/MACON-VILLE;10-07-2019 21:00:00;10-07-2019 12:45:00;10-07-2019 23:35:00;11-07-2019 13:45:00;CAL-MAC;2019-07-10;;;;;;;;3.0;16012;M1 - M2 - MAC21;18.0;0.0
268;11;28;7;2019;07-2019;15993;401;CM-30301;1;Arrivee;1;11-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;11-07-2019 21:00:00;11-07-2019 12:45:00;11-07-2019 23:35:00;12-07-2019 13:45:00;CAL-MAC;2019-07-11;23:35:00;13:45:00;2019.0;15067.0;0.0;;401.0;3.0;16013;A1 - A2 - MAC31;19.0;0.0
269;11;28;7;2019;07-2019;15993;401;CM-30301;1;Arrivee;1;11-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;11-07-2019 21:00:00;11-07-2019 12:45:00;11-07-2019 23:35:00;12-07-2019 13:45:00;CAL-MAC;2019-07-11;;;;;;;;3.0;16013;A1 - A2 - MAC31;19.0;0.0
270;13;28;7;2019;07-2019;15994;461;CM-30301;1;Arrivee;1;13-06-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;12-07-2019 21:00:00;12-07-2019 15:48:00;13-07-2019 02:38:00;13-07-2019 13:45:00;CAL-MAC;2019-07-13;02:38:00;13:45:00;2021.0;15067.0;0.0;;461.0;3.0;16014;MA31 - MA32 - MAC71;0.0;0.0
271;13;28;7;2019;07-2019;15994;461;CM-30301;1;Arrivee;1;13-06-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;12-07-2019 21:00:00;12-07-2019 15:48:00;13-07-2019 02:38:00;13-07-2019 13:45:00;CAL-MAC;2019-07-13;;;;;;;;3.0;16014;MA31 - MA32 - MAC71;0.0;0.0
272;15;28;7;2019;07-2019;15996;401;CM-30301;1;Arrivee;1;15-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;15-07-2019 21:00:00;15-07-2019 12:45:00;15-07-2019 23:35:00;16-07-2019 13:45:00;CAL-MAC;2019-07-15;;;;;;;;3.0;16016;A1 - A2 - MAC31;0.0;0.0
273;16;29;7;2019;07-2019;15997;468;CM-30301;1;Arrivee;1;16-06-2019 00:00:00;3.0;30956;MACON;30;810;0;CALAIS/MACON-VILLE;16-07-2019 21:00:00;16-07-2019 12:45:00;16-07-2019 23:35:00;17-07-2019 13:45:00;CAL-MAC;2019-07-16;;;;;;;;3.0;16017;M1 - M2 - MAC21;0.0;39.0
274;17;29;7;2019;07-2019;15998;401;CM-30301;1;Arrivee;1;17-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;17-07-2019 21:00:00;17-07-2019 12:45:00;17-07-2019 23:35:00;18-07-2019 13:45:00;CAL-MAC;2019-07-17;23:35:00;13:45:00;2025.0;15067.0;0.0;;401.0;3.0;16018;MA31 - MA32 - MAC71;15.0;0.0
275;17;29;7;2019;07-2019;15998;401;CM-30301;1;Arrivee;1;17-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;17-07-2019 21:00:00;17-07-2019 12:45:00;17-07-2019 23:35:00;18-07-2019 13:45:00;CAL-MAC;2019-07-17;;;;;;;;3.0;16018;MA31 - MA32 - MAC71;15.0;0.0
276;18;29;7;2019;07-2019;15999;479;CM-30301;1;Arrivee;1;18-06-2019 00:00:00;3.0;30990;MACON;30;810;0;CALAIS/MACON-VILLE;18-07-2019 21:00:00;18-07-2019 12:45:00;18-07-2019 23:35:00;19-07-2019 13:45:00;CAL-MAC;2019-07-18;;;;;;;;3.0;16019;A1 - A2 - MAC31;1.0;0.0
277;20;29;7;2019;07-2019;16000;461;CM-30301;1;Arrivee;1;20-06-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;19-07-2019 21:00:00;20-07-2019 01:48:00;20-07-2019 02:38:00;20-07-2019 13:45:00;CAL-MAC;2019-07-20;02:38:00;13:45:00;2028.0;15067.0;0.0;;461.0;3.0;16020;M1 - M2 - MAC21;0.0;0.0
278;20;29;7;2019;07-2019;16000;461;CM-30301;1;Arrivee;1;20-06-2019 00:00:00;3.0;30371;MACON;30;810;0;CALAIS/MACON-VILLE;19-07-2019 21:00:00;20-07-2019 01:48:00;20-07-2019 02:38:00;20-07-2019 13:45:00;CAL-MAC;2019-07-20;;;;;;;;3.0;16020;M1 - M2 - MAC21;0.0;0.0
279;22;29;7;2019;07-2019;16002;401;CM-30301;1;En circulation;1;22-06-2019 00:00:00;3.0;30301;MACON;30;810;0;CALAIS/MACON-VILLE;22-07-2019 21:00:00;22-07-2019 22:45:00;22-07-2019 23:35:00;23-07-2019 13:45:00;CAL-MAC;2019-07-22;;;;;;;;3.0;16022;A1 - A2 - MAC31;0.0;
280;23;30;7;2019;07-2019;16003;401;CM-30301;1;Au depart;1;23-06-2019 00:00:00;;30301;MACON;30;810;0;CALAIS/MACON-VILLE;23-07-2019 21:00:00;23-07-2019 22:45:00;23-07-2019 23:35:00;24-07-2019 13:45:00;CAL-MAC;2019-07-23;23:35:00;13:45:00;2031.0;15067.0;0.0;;401.0;;16023;MA31 - MA32;;
281;23;30;7;2019;07-2019;16003;401;CM-30301;1;Au depart;1;23-06-2019 00:00:00;;30301;MACON;30;810;0;CALAIS/MACON-VILLE;23-07-2019 21:00:00;23-07-2019 22:45:00;23-07-2019 23:35:00;24-07-2019 13:45:00;CAL-MAC;2019-07-23;;;;;;;;;16023;MA31 - MA32;;
282;11;24;6;2019;06-2019;16009;434;MB-30301;1;Arrivee;1;12-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;11-06-2019 11:00:00;11-06-2019 12:27:00;11-06-2019 16:15:00;12-06-2019 04:47:00;MAC - LBP;2019-06-11;16:15:00;04:47:00;1989.0;15051.0;0.0;;434.0;3.0;16029;MA1 (1-4) - MAC6 (0-0);0.0;71.0
283;11;24;6;2019;06-2019;16009;434;MB-30301;1;Arrivee;1;12-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;11-06-2019 11:00:00;11-06-2019 12:27:00;11-06-2019 16:15:00;12-06-2019 04:47:00;MAC - LBP;2019-06-11;;;;;;;;3.0;16029;MA1 (1-4) - MAC6 (0-0);0.0;71.0
284;12;24;6;2019;06-2019;16010;434;MB-30301;1;Arrivee;1;13-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;12-06-2019 11:00:00;12-06-2019 12:27:00;12-06-2019 16:15:00;13-06-2019 04:47:00;MAC - LBP;2019-06-12;16:15:00;04:47:00;1990.0;15051.0;0.0;;434.0;3.0;16030;MA3 (1-4) - MAC7 (0-0);0.0;23.0
285;12;24;6;2019;06-2019;16010;434;MB-30301;1;Arrivee;1;13-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;12-06-2019 11:00:00;12-06-2019 12:27:00;12-06-2019 16:15:00;13-06-2019 04:47:00;MAC - LBP;2019-06-12;;;;;;;;3.0;16030;MA3 (1-4) - MAC7 (0-0);0.0;23.0
286;13;24;6;2019;06-2019;16011;434;MB-30301;1;Arrivee;1;14-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;13-06-2019 11:00:00;13-06-2019 12:27:00;13-06-2019 16:15:00;14-06-2019 04:47:00;MAC - LBP;2019-06-13;16:15:00;04:47:00;1991.0;15051.0;0.0;;434.0;3.0;16031;MA2 (1-4) - MAC5 (0-0);0.0;68.0
287;13;24;6;2019;06-2019;16011;434;MB-30301;1;Arrivee;1;14-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;13-06-2019 11:00:00;13-06-2019 12:27:00;13-06-2019 16:15:00;14-06-2019 04:47:00;MAC - LBP;2019-06-13;;;;;;;;3.0;16031;MA2 (1-4) - MAC5 (0-0);0.0;68.0
288;14;24;6;2019;06-2019;16012;434;MB-30301;1;Arrivee;1;15-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;14-06-2019 11:00:00;14-06-2019 12:27:00;14-06-2019 16:15:00;15-06-2019 04:47:00;MAC - LBP;2019-06-14;16:15:00;04:47:00;1992.0;15051.0;0.0;;434.0;3.0;16032;MA1 (1-4) - MAC6 (0-0);0.0;0.0
289;14;24;6;2019;06-2019;16012;434;MB-30301;1;Arrivee;1;15-05-2019 00:00:00;3.0;30331;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;14-06-2019 11:00:00;14-06-2019 12:27:00;14-06-2019 16:15:00;15-06-2019 04:47:00;MAC - LBP;2019-06-14;;;;;;;;3.0;16032;MA1 (1-4) - MAC6 (0-0);0.0;0.0
290;15;24;6;2019;06-2019;16013;462;MB-30301;1;Arrivee;1;16-05-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;15-06-2019 11:00:00;15-06-2019 12:24:00;15-06-2019 16:12:00;16-06-2019 01:22:00;MAC - LBP;2019-06-15;16:12:00;01:22:00;1993.0;15051.0;0.0;;462.0;3.0;16033;MA3 (1-4) - MAC7 (0-0);0.0;0.0
291;15;24;6;2019;06-2019;16013;462;MB-30301;1;Arrivee;1;16-05-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;15-06-2019 11:00:00;15-06-2019 12:24:00;15-06-2019 16:12:00;16-06-2019 01:22:00;MAC - LBP;2019-06-15;;;;;;;;3.0;16033;MA3 (1-4) - MAC7 (0-0);0.0;0.0
292;18;25;6;2019;06-2019;16015;398;MB-30301;1;Arrivee;1;19-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;18-06-2019 11:00:00;18-06-2019 12:27:00;18-06-2019 16:15:00;19-06-2019 00:48:00;MAC - LBP;2019-06-18;;;;;;;;3.0;16035;MA2 (1-4) - MAC5 (0-0);0.0;0.0
293;19;25;6;2019;06-2019;16016;398;MB-30301;1;Arrivee;1;20-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;19-06-2019 11:00:00;19-06-2019 12:27:00;19-06-2019 16:15:00;20-06-2019 00:48:00;MAC - LBP;2019-06-19;;;;;;;;3.0;16036;MA3 (1-4) - MAC6 (0-0);0.0;17.0
294;20;25;6;2019;06-2019;16017;398;MB-30301;1;Arrivee;1;21-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;20-06-2019 11:00:00;20-06-2019 12:27:00;20-06-2019 16:15:00;21-06-2019 00:48:00;MAC - LBP;2019-06-20;;;;;;;;3.0;16037;MA2 (1-4) - MAC7 (0-0);6.0;0.0
295;21;25;6;2019;06-2019;16018;398;MB-30301;1;Arrivee;1;22-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;21-06-2019 11:00:00;21-06-2019 12:27:00;21-06-2019 16:15:00;22-06-2019 00:48:00;MAC - LBP;2019-06-21;;;;;;;;3.0;16038;MA3 (1-4) - MAC5 (0-0);10.0;13.0
296;22;25;6;2019;06-2019;16019;462;MB-30301;1;Arrivee;1;23-05-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;22-06-2019 11:00:00;22-06-2019 12:24:00;22-06-2019 16:12:00;23-06-2019 01:22:00;MAC - LBP;2019-06-22;16:12:00;01:22:00;2000.0;15051.0;0.0;;462.0;3.0;16039;MA2 (1-4) - MAC6 (0-0);0.0;0.0
297;22;25;6;2019;06-2019;16019;462;MB-30301;1;Arrivee;1;23-05-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;22-06-2019 11:00:00;22-06-2019 12:24:00;22-06-2019 16:12:00;23-06-2019 01:22:00;MAC - LBP;2019-06-22;;;;;;;;3.0;16039;MA2 (1-4) - MAC6 (0-0);0.0;0.0
