;DAY;WEEK;MONTH;YEAR;YEAR_MONTH;NUMSEG;NUMSILLON;CODSEG;ACTIF;LIBTYP;RESAOPEN;DATE_RES;STATUT_SNCF;CODSILLON;DSTFIN;NUMLIGNE;KMS;SENS;SERVICE;CLOSING;REF;DEP;ARR;CODLIGNE;DATCAL;HRE_DEP_MOD;HRE_ARR_MOD;IDCALJ;SEG_MOD;RESTRICT_LNG;EXCTRAIN;EXCSILLON;ENVOI_BULLETIN_COMPO;NUMMISDEP;RAME;RETDEP;RETARR
298;25;26;6;2019;06-2019;16021;398;MB-30301;1;Arrivee;1;26-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;25-06-2019 11:00:00;25-06-2019 12:27:00;25-06-2019 16:15:00;26-06-2019 00:48:00;MAC - LBP;2019-06-25;;;;;;;;3.0;16041;MA3 (1-4) - MAC7 (0-0);0.0;1.0
299;27;26;6;2019;06-2019;16023;398;MB-30301;1;Arrivee;1;28-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;27-06-2019 11:00:00;27-06-2019 12:27:00;27-06-2019 16:15:00;28-06-2019 00:48:00;MAC - LBP;2019-06-27;;;;;;;;3.0;16043;MA2 (1-4) - MAC6 (0-0);0.0;315.0
300;28;26;6;2019;06-2019;16024;398;MB-30301;1;Arrivee;1;29-05-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;28-06-2019 11:00:00;28-06-2019 12:27:00;28-06-2019 16:15:00;29-06-2019 00:48:00;MAC - LBP;2019-06-28;;;;;;;;3.0;16044;MA1 (1-4) - MAC5 (0-0);0.0;89.0
301;30;26;6;2019;06-2019;16025;416;MB-30301;1;Arrivee;1;31-05-2019 00:00:00;3.0;30311;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;29-06-2019 11:00:00;30-06-2019 12:26:00;30-06-2019 16:14:00;01-07-2019 01:36:00;MAC - LBP;2019-06-30;16:14:00;01:36:00;2008.0;15051.0;0.0;;416.0;3.0;16045;E (1-10) - MAC4 (0-0);0.0;1.0
302;30;26;6;2019;06-2019;16025;416;MB-30301;1;Arrivee;1;31-05-2019 00:00:00;3.0;30311;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;29-06-2019 11:00:00;30-06-2019 12:26:00;30-06-2019 16:14:00;01-07-2019 01:36:00;MAC - LBP;2019-06-30;;;;;;;;3.0;16045;E (1-10) - MAC4 (0-0);0.0;1.0
303;2;27;7;2019;07-2019;16026;398;MB-30301;1;Arrivee;1;02-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;02-07-2019 11:00:00;02-07-2019 12:27:00;02-07-2019 16:17:00;03-07-2019 00:48:00;MAC - LBP;2019-07-02;16:12:00;00:48:00;2010.0;15051.0;0.0;;398.0;3.0;16046;MA2 (1-4) - MAC1 (0-0);0.0;4.0
304;2;27;7;2019;07-2019;16026;398;MB-30301;1;Arrivee;1;02-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;02-07-2019 11:00:00;02-07-2019 12:27:00;02-07-2019 16:17:00;03-07-2019 00:48:00;MAC - LBP;2019-07-02;;;;;;;;3.0;16046;MA2 (1-4) - MAC1 (0-0);0.0;4.0
305;3;27;7;2019;07-2019;16027;398;MB-30301;1;Arrivee;1;03-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;03-07-2019 11:00:00;03-07-2019 12:27:00;03-07-2019 16:15:00;04-07-2019 00:48:00;MAC - LBP;2019-07-03;16:12:00;00:48:00;2011.0;15051.0;0.0;;398.0;3.0;16047;E (1-4) - MAC4 (0-0);1.0;14.0
306;3;27;7;2019;07-2019;16027;398;MB-30301;1;Arrivee;1;03-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;03-07-2019 11:00:00;03-07-2019 12:27:00;03-07-2019 16:15:00;04-07-2019 00:48:00;MAC - LBP;2019-07-03;;;;;;;;3.0;16047;E (1-4) - MAC4 (0-0);1.0;14.0
307;4;27;7;2019;07-2019;16028;398;MB-30301;1;Arrivee;1;04-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;04-07-2019 11:00:00;04-07-2019 12:27:00;04-07-2019 16:15:00;05-07-2019 00:48:00;MAC - LBP;2019-07-04;;;;;;;;3.0;16048;MA2 (1-4) - MAC1 (0-0);0.0;13.0
308;5;27;7;2019;07-2019;16029;398;MB-30301;1;Arrivee;1;05-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;05-07-2019 11:00:00;05-07-2019 12:27:00;05-07-2019 16:15:00;06-07-2019 00:48:00;MAC - LBP;2019-07-05;16:12:00;00:48:00;2013.0;15051.0;0.0;;398.0;3.0;16049;E (1-4) - MAC5 (0-0);1.0;0.0
309;5;27;7;2019;07-2019;16029;398;MB-30301;1;Arrivee;1;05-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;05-07-2019 11:00:00;05-07-2019 12:27:00;05-07-2019 16:15:00;06-07-2019 00:48:00;MAC - LBP;2019-07-05;;;;;;;;3.0;16049;E (1-4) - MAC5 (0-0);1.0;0.0
310;6;27;7;2019;07-2019;16030;462;MB-30301;1;Arrivee;1;06-06-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;06-07-2019 11:00:00;06-07-2019 12:24:00;06-07-2019 16:12:00;07-07-2019 01:22:00;MAC - LBP;2019-07-06;;;;;;;;3.0;16050;MA1 (1-4) - MAC4 (0-0);1.0;83.0
311;9;28;7;2019;07-2019;16032;398;MB-30301;1;Arrivee;1;09-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;09-07-2019 11:00:00;09-07-2019 12:27:00;09-07-2019 16:15:00;10-07-2019 00:48:00;MAC - LBP;2019-07-09;;;;;;;;3.0;16052;E (1-4) - MAC1 (0-0);0.0;1.0
312;10;28;7;2019;07-2019;16033;398;MB-30301;1;Arrivee;1;10-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;10-07-2019 11:00:00;10-07-2019 12:27:00;10-07-2019 16:15:00;11-07-2019 00:48:00;MAC - LBP;2019-07-10;;;;;;;;3.0;16053;MA1 (1-4);365.0;933.0
313;11;28;7;2019;07-2019;16034;398;MB-30301;1;Arrivee;1;11-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;11-07-2019 11:00:00;11-07-2019 12:27:00;11-07-2019 16:15:00;12-07-2019 00:48:00;MAC - LBP;2019-07-11;;;;;;;;3.0;16054;MA2 (1-4) - MAC4 (0-0) - MAC5 (0-0);0.0;0.0
314;12;28;7;2019;07-2019;16035;398;MB-30301;1;Arrivee;1;12-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;12-07-2019 11:00:00;12-07-2019 12:27:00;12-07-2019 16:15:00;13-07-2019 00:48:00;MAC - LBP;2019-07-12;;;;;;;;3.0;16055;E (1-4) - MAC1 (0-0);5.0;2.0
315;13;28;7;2019;07-2019;16036;462;MB-30301;1;Arrivee;1;13-06-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;13-07-2019 11:00:00;13-07-2019 12:24:00;13-07-2019 16:12:00;14-07-2019 01:22:00;MAC - LBP;2019-07-13;16:12:00;01:22:00;2021.0;15051.0;0.0;;462.0;3.0;16056;MA1 (1-4) - MAC6 (0-0);0.0;59.0
316;13;28;7;2019;07-2019;16036;462;MB-30301;1;Arrivee;1;13-06-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;13-07-2019 11:00:00;13-07-2019 12:24:00;13-07-2019 16:12:00;14-07-2019 01:22:00;MAC - LBP;2019-07-13;;;;;;;;3.0;16056;MA1 (1-4) - MAC6 (0-0);0.0;59.0
317;16;29;7;2019;07-2019;16038;398;MB-30301;1;Arrivee;1;16-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;16-07-2019 11:00:00;16-07-2019 12:27:00;16-07-2019 16:15:00;17-07-2019 00:48:00;MAC - LBP;2019-07-16;;;;;;;;3.0;16058;MA2 (1-4) - MAC5 (0-0);0.0;28.0
318;17;29;7;2019;07-2019;16039;398;MB-30301;1;Arrivee;1;17-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;17-07-2019 11:00:00;17-07-2019 12:27:00;17-07-2019 16:15:00;18-07-2019 00:48:00;MAC - LBP;2019-07-17;;;;;;;;3.0;16059;MA1 (1-4) - MAC1 (0-0);0.0;16.0
319;18;29;7;2019;07-2019;16040;398;MB-30301;1;Arrivee;1;18-06-2019 00:00:00;3.0;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;18-07-2019 11:00:00;18-07-2019 12:27:00;18-07-2019 16:15:00;19-07-2019 00:48:00;MAC - LBP;2019-07-18;;;;;;;;3.0;16060;MA2 (1-4) - MAC4 (0-0);0.0;313.0
320;19;29;7;2019;07-2019;16041;470;MB-30301;1;Arrivee;1;19-06-2019 00:00:00;3.0;30381;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;19-07-2019 11:00:00;19-07-2019 12:27:00;19-07-2019 16:17:00;20-07-2019 00:48:00;MAC - LBP;2019-07-19;;;;;;;;3.0;16061;MA1 (1-4) - MAC5 (0-0);0.0;487.0
321;20;29;7;2019;07-2019;16042;462;MB-30301;1;Arrivee;1;20-06-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;20-07-2019 11:00:00;20-07-2019 12:22:00;20-07-2019 16:12:00;21-07-2019 01:22:00;MAC - LBP;2019-07-20;16:12:00;01:22:00;2028.0;15051.0;0.0;;462.0;3.0;16062;E (1-4) - MAC1 (0-0);0.0;23.0
322;20;29;7;2019;07-2019;16042;462;MB-30301;1;Arrivee;1;20-06-2019 00:00:00;3.0;30371;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;20-07-2019 11:00:00;20-07-2019 12:22:00;20-07-2019 16:12:00;21-07-2019 01:22:00;MAC - LBP;2019-07-20;;;;;;;;3.0;16062;E (1-4) - MAC1 (0-0);0.0;23.0
323;23;30;7;2019;07-2019;16044;398;MB-30301;1;Au depart;1;23-06-2019 00:00:00;;30301;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;23-07-2019 11:00:00;23-07-2019 12:27:00;23-07-2019 16:17:00;24-07-2019 00:48:00;MAC - LBP;2019-07-23;;;;;;;;;16064;MA2 (1-4) - MAC4 (0-0);;
324;9;23;6;2019;06-2019;16050;74;30301;1;Arrivee;1;10-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;08-06-2019 22:00:00;09-06-2019 02:40:00;09-06-2019 02:46:00;10-06-2019 01:36:00;CAL-LB;2019-06-09;02:46:00;01:36:00;1987.0;3089.0;0.0;;74.0;3.0;16070;I1 - I2 - L1 - L2;0.0;0.0
325;9;23;6;2019;06-2019;16050;74;30301;1;Arrivee;1;10-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;08-06-2019 22:00:00;09-06-2019 02:40:00;09-06-2019 02:46:00;10-06-2019 01:36:00;CAL-LB;2019-06-09;;;;;;;;3.0;16070;I1 - I2 - L1 - L2;0.0;0.0
326;11;24;6;2019;06-2019;16051;80;30301;1;Arrivee;1;12-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;10-06-2019 22:00:00;11-06-2019 02:02:00;11-06-2019 02:08:00;12-06-2019 04:47:00;CAL-LB;2019-06-11;02:08:00;04:47:00;1989.0;3089.0;0.0;;80.0;;16071;G1 - O1 - O2 - O3;0.0;71.0
327;11;24;6;2019;06-2019;16051;80;30301;1;Arrivee;1;12-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;10-06-2019 22:00:00;11-06-2019 02:02:00;11-06-2019 02:08:00;12-06-2019 04:47:00;CAL-LB;2019-06-11;;;;;;;;;16071;G1 - O1 - O2 - O3;0.0;71.0
328;12;24;6;2019;06-2019;16052;80;30301;1;Arrivee;1;13-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;11-06-2019 22:00:00;12-06-2019 02:02:00;12-06-2019 02:08:00;13-06-2019 04:47:00;CAL-LB;2019-06-12;02:08:00;04:47:00;1990.0;3089.0;0.0;;80.0;;16072;W1 - W2;0.0;23.0
329;12;24;6;2019;06-2019;16052;80;30301;1;Arrivee;1;13-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;11-06-2019 22:00:00;12-06-2019 02:02:00;12-06-2019 02:08:00;13-06-2019 04:47:00;CAL-LB;2019-06-12;;;;;;;;;16072;W1 - W2;0.0;23.0
330;13;24;6;2019;06-2019;16053;80;30301;1;Arrivee;1;14-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;12-06-2019 22:00:00;13-06-2019 02:02:00;13-06-2019 02:08:00;14-06-2019 04:47:00;CAL-LB;2019-06-13;02:08:00;04:47:00;1991.0;3089.0;0.0;;80.0;;16073;I1 - I2;0.0;68.0
331;13;24;6;2019;06-2019;16053;80;30301;1;Arrivee;1;14-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;12-06-2019 22:00:00;13-06-2019 02:02:00;13-06-2019 02:08:00;14-06-2019 04:47:00;CAL-LB;2019-06-13;;;;;;;;;16073;I1 - I2;0.0;68.0
332;14;24;6;2019;06-2019;16054;80;30301;1;Arrivee;1;15-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;13-06-2019 22:00:00;14-06-2019 02:02:00;14-06-2019 02:08:00;15-06-2019 04:47:00;CAL-LB;2019-06-14;02:08:00;04:47:00;1992.0;3089.0;0.0;;80.0;;16074;H1 - H2 - x1;0.0;0.0
333;14;24;6;2019;06-2019;16054;80;30301;1;Arrivee;1;15-05-2019 00:00:00;3.0;30331;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;13-06-2019 22:00:00;14-06-2019 02:02:00;14-06-2019 02:08:00;15-06-2019 04:47:00;CAL-LB;2019-06-14;;;;;;;;;16074;H1 - H2 - x1;0.0;0.0
334;15;24;6;2019;06-2019;16055;330;30301;1;Arrivee;1;16-05-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;14-06-2019 22:00:00;15-06-2019 02:32:00;15-06-2019 02:38:00;16-06-2019 01:22:00;CAL-LB;2019-06-15;02:38:00;01:22:00;1993.0;3089.0;0.0;;330.0;;16075;C1 - C2;0.0;0.0
335;15;24;6;2019;06-2019;16055;330;30301;1;Arrivee;1;16-05-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;14-06-2019 22:00:00;15-06-2019 02:32:00;15-06-2019 02:38:00;16-06-2019 01:22:00;CAL-LB;2019-06-15;;;;;;;;;16075;C1 - C2;0.0;0.0
336;16;24;6;2019;06-2019;16056;74;30301;1;Arrivee;1;17-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;15-06-2019 22:00:00;16-06-2019 02:40:00;16-06-2019 02:46:00;17-06-2019 01:36:00;CAL-LB;2019-06-16;02:46:00;01:36:00;1994.0;3089.0;0.0;;74.0;3.0;16076;G1 - Z1;10.0;0.0
337;16;24;6;2019;06-2019;16056;74;30301;1;Arrivee;1;17-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;15-06-2019 22:00:00;16-06-2019 02:40:00;16-06-2019 02:46:00;17-06-2019 01:36:00;CAL-LB;2019-06-16;;;;;;;;3.0;16076;G1 - Z1;10.0;0.0
338;18;25;6;2019;06-2019;16057;73;30301;1;Arrivee;1;19-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;17-06-2019 22:00:00;18-06-2019 01:30:00;18-06-2019 01:36:00;19-06-2019 00:48:00;CAL-LB;2019-06-18;;;;;;;;;16077;I1 - I2;0.0;0.0
339;19;25;6;2019;06-2019;16058;73;30301;1;Arrivee;1;20-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;18-06-2019 22:00:00;19-06-2019 01:30:00;19-06-2019 01:36:00;20-06-2019 00:48:00;CAL-LB;2019-06-19;;;;;;;;;16078;W1 - W2;105.0;17.0
340;20;25;6;2019;06-2019;16059;73;30301;1;Arrivee;1;21-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;19-06-2019 22:00:00;20-06-2019 01:30:00;20-06-2019 01:36:00;21-06-2019 00:48:00;CAL-LB;2019-06-20;;;;;;;;;16079;H1 - H2;0.0;0.0
341;21;25;6;2019;06-2019;16060;73;30301;1;Arrivee;1;22-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;20-06-2019 22:00:00;21-06-2019 01:30:00;21-06-2019 01:36:00;22-06-2019 00:48:00;CAL-LB;2019-06-21;;;;;;;;;16080;C1 - C2;6.0;13.0
342;22;25;6;2019;06-2019;16061;330;30301;1;Arrivee;1;23-05-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;21-06-2019 22:00:00;22-06-2019 02:32:00;22-06-2019 02:38:00;23-06-2019 01:22:00;CAL-LB;2019-06-22;02:38:00;01:22:00;2000.0;3089.0;0.0;;330.0;;16081;I1 - I2;0.0;0.0
343;22;25;6;2019;06-2019;16061;330;30301;1;Arrivee;1;23-05-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;21-06-2019 22:00:00;22-06-2019 02:32:00;22-06-2019 02:38:00;23-06-2019 01:22:00;CAL-LB;2019-06-22;;;;;;;;;16081;I1 - I2;0.0;0.0
344;23;25;6;2019;06-2019;16062;74;30301;1;Arrivee;1;24-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;22-06-2019 22:00:00;23-06-2019 02:40:00;23-06-2019 02:46:00;24-06-2019 01:36:00;CAL-LB;2019-06-23;02:46:00;01:36:00;2001.0;3089.0;0.0;;74.0;3.0;16082;H1 - H2;0.0;0.0
345;23;25;6;2019;06-2019;16062;74;30301;1;Arrivee;1;24-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;22-06-2019 22:00:00;23-06-2019 02:40:00;23-06-2019 02:46:00;24-06-2019 01:36:00;CAL-LB;2019-06-23;;;;;;;;3.0;16082;H1 - H2;0.0;0.0
346;25;26;6;2019;06-2019;16063;73;30301;1;Arrivee;1;26-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;24-06-2019 22:00:00;25-06-2019 01:30:00;25-06-2019 01:36:00;26-06-2019 00:48:00;CAL-LB;2019-06-25;;;;;;;;;16083;I1 - I2 - x1;0.0;1.0
347;27;26;6;2019;06-2019;16065;73;30301;1;Arrivee;0;28-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;26-06-2019 22:00:00;27-06-2019 01:30:00;27-06-2019 01:36:00;28-06-2019 00:48:00;CAL-LB;2019-06-27;;;;;;;;;16085;C1 - C2;3.0;315.0
348;28;26;6;2019;06-2019;16066;73;30301;1;Arrivee;1;29-05-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;27-06-2019 22:00:00;28-06-2019 01:30:00;28-06-2019 01:36:00;29-06-2019 00:48:00;CAL-LB;2019-06-28;;;;;;;;;16086;G1 - I1 - I2;2.0;89.0
349;29;26;6;2019;06-2019;16067;330;30301;1;Arrivee;1;30-05-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;28-06-2019 22:00:00;29-06-2019 04:06:00;29-06-2019 04:12:00;30-06-2019 01:22:00;CAL-LB;2019-06-29;04:12:00;01:22:00;2007.0;3089.0;0.0;;330.0;3.0;16087;H1 - H2;1.0;0.0
350;29;26;6;2019;06-2019;16067;330;30301;1;Arrivee;1;30-05-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;28-06-2019 22:00:00;29-06-2019 04:06:00;29-06-2019 04:12:00;30-06-2019 01:22:00;CAL-LB;2019-06-29;;;;;;;;3.0;16087;H1 - H2;1.0;0.0
351;30;26;6;2019;06-2019;16068;74;30301;1;Arrivee;1;31-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;29-06-2019 22:00:00;30-06-2019 02:40:00;30-06-2019 02:46:00;01-07-2019 01:36:00;CAL-LB;2019-06-30;02:46:00;01:36:00;2008.0;3089.0;0.0;;74.0;;16088;B1 - x1;0.0;1.0
352;30;26;6;2019;06-2019;16068;74;30301;1;Arrivee;1;31-05-2019 00:00:00;3.0;30311;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;29-06-2019 22:00:00;30-06-2019 02:40:00;30-06-2019 02:46:00;01-07-2019 01:36:00;CAL-LB;2019-06-30;;;;;;;;;16088;B1 - x1;0.0;1.0
353;1;26;7;2019;07-2019;16069;73;30301;1;Arrivee;1;01-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;01-07-2019 21:00:00;01-07-2019 23:29:00;01-07-2019 23:35:00;03-07-2019 00:48:00;CAL-LB;2019-07-01;;;;;;;;;16089;I1 - I2;9.0;4.0
354;2;27;7;2019;07-2019;16070;73;30301;1;Arrivee;1;02-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;02-07-2019 21:00:00;02-07-2019 23:29:00;02-07-2019 23:35:00;04-07-2019 00:48:00;CAL-LB;2019-07-02;23:35:00;00:48:00;2010.0;3089.0;0.0;;73.0;;16090;W1 - W2;10.0;14.0
355;2;27;7;2019;07-2019;16070;73;30301;1;Arrivee;1;02-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;02-07-2019 21:00:00;02-07-2019 23:29:00;02-07-2019 23:35:00;04-07-2019 00:48:00;CAL-LB;2019-07-02;;;;;;;;;16090;W1 - W2;10.0;14.0
356;3;27;7;2019;07-2019;16071;73;30301;1;Arrivee;1;03-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;03-07-2019 21:00:00;03-07-2019 23:29:00;03-07-2019 23:35:00;05-07-2019 00:48:00;CAL-LB;2019-07-03;23:35:00;00:48:00;2011.0;3089.0;0.0;;73.0;;16091;H1 - H2;42.0;13.0
357;3;27;7;2019;07-2019;16071;73;30301;1;Arrivee;1;03-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;03-07-2019 21:00:00;03-07-2019 23:29:00;03-07-2019 23:35:00;05-07-2019 00:48:00;CAL-LB;2019-07-03;;;;;;;;;16091;H1 - H2;42.0;13.0
358;4;27;7;2019;07-2019;16072;73;30301;1;Arrivee;1;04-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;04-07-2019 21:00:00;04-07-2019 23:29:00;04-07-2019 23:35:00;06-07-2019 00:48:00;CAL-LB;2019-07-04;23:35:00;00:48:00;2012.0;3089.0;0.0;;73.0;;16092;G1 - I1 - I2;6.0;0.0
359;4;27;7;2019;07-2019;16072;73;30301;1;Arrivee;1;04-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;04-07-2019 21:00:00;04-07-2019 23:29:00;04-07-2019 23:35:00;06-07-2019 00:48:00;CAL-LB;2019-07-04;;;;;;;;;16092;G1 - I1 - I2;6.0;0.0
360;6;27;7;2019;07-2019;16073;330;30301;1;Arrivee;1;06-06-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;05-07-2019 21:00:00;06-07-2019 02:32:00;06-07-2019 02:38:00;07-07-2019 01:22:00;CAL-LB;2019-07-06;02:38:00;01:22:00;2014.0;3089.0;0.0;;330.0;;16093;J1 - W1 - W2;1.0;83.0
361;6;27;7;2019;07-2019;16073;330;30301;1;Arrivee;1;06-06-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;05-07-2019 21:00:00;06-07-2019 02:32:00;06-07-2019 02:38:00;07-07-2019 01:22:00;CAL-LB;2019-07-06;;;;;;;;;16093;J1 - W1 - W2;1.0;83.0
362;8;27;7;2019;07-2019;16075;73;30301;1;Arrivee;1;08-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;08-07-2019 21:00:00;08-07-2019 23:29:00;08-07-2019 23:35:00;10-07-2019 00:48:00;CAL-LB;2019-07-08;;;;;;;;;16095;I1 - I2;8.0;1.0
363;9;28;7;2019;07-2019;16076;73;30301;1;Arrivee;1;09-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;09-07-2019 21:00:00;09-07-2019 23:29:00;09-07-2019 23:35:00;11-07-2019 00:48:00;CAL-LB;2019-07-09;23:35:00;00:48:00;2017.0;3089.0;0.0;;73.0;;16096;H1 - H2;31.0;933.0
364;9;28;7;2019;07-2019;16076;73;30301;1;Arrivee;1;09-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;09-07-2019 21:00:00;09-07-2019 23:29:00;09-07-2019 23:35:00;11-07-2019 00:48:00;CAL-LB;2019-07-09;;;;;;;;;16096;H1 - H2;31.0;933.0
365;10;28;7;2019;07-2019;16077;362;30301;1;Arrivee;1;10-06-2019 00:00:00;3.0;30956;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;10-07-2019 21:00:00;10-07-2019 23:29:00;10-07-2019 23:35:00;12-07-2019 00:48:00;CAL-LB;2019-07-10;;;;;;;;;16097;W1 - W2;18.0;0.0
366;11;28;7;2019;07-2019;16078;73;30301;1;Arrivee;1;11-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;11-07-2019 21:00:00;11-07-2019 23:29:00;11-07-2019 23:35:00;13-07-2019 00:48:00;CAL-LB;2019-07-11;23:35:00;00:48:00;2019.0;3089.0;0.0;;73.0;;16098;I1 - I2;19.0;2.0
367;11;28;7;2019;07-2019;16078;73;30301;1;Arrivee;1;11-06-2019 00:00:00;3.0;30301;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;11-07-2019 21:00:00;11-07-2019 23:29:00;11-07-2019 23:35:00;13-07-2019 00:48:00;CAL-LB;2019-07-11;;;;;;;;;16098;I1 - I2;19.0;2.0
368;13;28;7;2019;07-2019;16079;330;30301;1;Arrivee;1;13-06-2019 00:00:00;3.0;30371;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;12-07-2019 21:00:00;13-07-2019 02:32:00;13-07-2019 02:38:00;14-07-2019 01:22:00;CAL-LB;2019-07-13;02:38:00;01:22:00;2021.0;3089.0;0.0;;330.0;;16099;B1 - C1 - C2;0.0;59.0
